	Category	Term	Description	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR	Mean_Gene_Len	Stdv_Gene_Len
89	GOTERM_BP_DIRECT	GO:0071711	basement membrane organization	5	0.33179	0.08242	FBGN0000299, FBGN0016075, FBGN0260660, FBGN0002526, FBGN0025879	1167	16	10945	2.93086	1.0	1.0	0.99426	5900.8	3353.60901
90	GOTERM_BP_DIRECT	GO:0035025	positive regulation of Rho protein signal transduction	5	0.33179	0.08242	FBGN0034194, FBGN0261547, FBGN0035761, FBGN0262562, FBGN0035802	1167	16	10945	2.93086	1.0	1.0	0.99426	4535.4	2549.98813
91	GOTERM_BP_DIRECT	GO:0006631	fatty acid metabolic process	6	0.39814	0.09047	FBGN0031703, FBGN0031478, FBGN0029588, FBGN0033883, FBGN0031992, FBGN0261862	1167	23	10945	2.44663	1.0	1.0	0.99426	1704.2	794.3995
92	GOTERM_BP_DIRECT	GO:0006836	neurotransmitter transport	6	0.39814	0.09047	FBGN0028886, FBGN0027660, FBGN0031939, FBGN0033443, FBGN0035969, FBGN0262476	1167	23	10945	2.44663	1.0	1.0	0.99426	2668.0	953.36964
93	GOTERM_BP_DIRECT	GO:0015810	aspartate transport	3	0.19907	0.09115	FBGN0037970, FBGN0028646, FBGN0260743	1167	5	10945	5.62725	1.0	1.0	0.99426	1792.66667	701.5589
94	GOTERM_BP_DIRECT	GO:0043928	exonucleolytic nuclear-transcribed mRNA catabolic process involved in deadenylation-dependent decay	3	0.19907	0.09115	FBGN0260648, FBGN0034065, FBGN0030789	1167	5	10945	5.62725	1.0	1.0	0.99426	1180.33333	313.5276
95	GOTERM_BP_DIRECT	GO:0055075	potassium ion homeostasis	3	0.19907	0.09115	FBGN0036279, FBGN0261794, FBGN0051547	1167	5	10945	5.62725	1.0	1.0	0.99426	3855.66667	295.06421
96	GOTERM_BP_DIRECT	GO:0006750	glutathione biosynthetic process	3	0.19907	0.09115	FBGN0052495, FBGN0030882, FBGN0046114	1167	5	10945	5.62725	1.0	1.0	0.99426	1283.66667	386.12289
97	GOTERM_BP_DIRECT	GO:1904659	glucose transmembrane transport	3	0.19907	0.09115	FBGN0050035, FBGN0034909, FBGN0036316	1167	5	10945	5.62725	1.0	1.0	0.99426	2441.33333	241.03296
98	GOTERM_BP_DIRECT	GO:0006719	juvenile hormone catabolic process	3	0.19907	0.09115	FBGN0010053, FBGN0034405, FBGN0034406	1167	5	10945	5.62725	1.0	1.0	0.99426	1611.66667	119.85083
99	GOTERM_BP_DIRECT	GO:0055064	chloride ion homeostasis	3	0.19907	0.09115	FBGN0036279, FBGN0261794, FBGN0051547	1167	5	10945	5.62725	1.0	1.0	0.99426	3855.66667	295.06421
100	GOTERM_BP_DIRECT	GO:0015749	monosaccharide transport	3	0.19907	0.09115	FBGN0264574, FBGN0028563, FBGN0033047	1167	5	10945	5.62725	1.0	1.0	0.99426	2801.66667	832.78102
101	GOTERM_BP_DIRECT	GO:0007311	maternal specification of dorsal/ventral axis, oocyte, germ-line encoded	3	0.19907	0.09115	FBGN0045866, FBGN0263260, FBGN0000533	1167	5	10945	5.62725	1.0	1.0	0.99426	1099.0	280.75731
102	GOTERM_BP_DIRECT	GO:0007475	apposition of dorsal and ventral imaginal disc-derived wing surfaces	7	0.4645	0.09288	FBGN0004456, FBGN0000244, FBGN0028546, FBGN0020521, FBGN0028427, FBGN0020249, FBGN0250871	1167	30	10945	2.18837	1.0	1.0	0.99426	2670.0	1298.12557
103	GOTERM_BP_DIRECT	GO:0006888	ER to Golgi vesicle-mediated transport	12	0.79628	0.09572	FBGN0260856, FBGN0045866, FBGN0027287, FBGN0027496, FBGN0004132, FBGN0052069, FBGN0044871, FBGN0031473, FBGN0029709, FBGN0061492, FBGN0260861, FBGN0069242	1167	67	10945	1.67978	1.0	1.0	0.99426	1312.75	1152.23074
104	GOTERM_BP_DIRECT	GO:0030031	cell projection assembly	5	0.33179	0.09909	FBGN0030964, FBGN0003731, FBGN0083940, FBGN0082585, FBGN0032006	1167	17	10945	2.75846	1.0	1.0	0.99426	3756.6	1569.91179
105	KEGG_PATHWAY	dme01100:Metabolic	pathways	247	16.39018	0.0	FBGN0035046, FBGN0262559, FBGN0001149, FBGN0004654, FBGN0031489, FBGN0001145, FBGN0053156, FBGN0000053, FBGN0001142, FBGN0034997, FBGN0035964, FBGN0039774, FBGN0038321, FBGN0036262, FBGN0036147, FBGN0035298, FBGN0039776, FBGN0039094, FBGN0250906, FBGN0026314, FBGN0000064, FBGN0047038, FBGN0032222, FBGN0036821, FBGN0035978, FBGN0030966, FBGN0036824, FBGN0032350, FBGN0011297, FBGN0024920, FBGN0041629, FBGN0036271, FBGN0001125, FBGN0036030, FBGN0031824, FBGN0030731, FBGN0001124, FBGN0050104, FBGN0030057, FBGN0027073, FBGN0259166, FBGN0040091, FBGN0053977, FBGN0027070, FBGN0032910, FBGN0034417, FBGN0038463, FBGN0041630, FBGN0066114, FBGN0001258, FBGN0029924, FBGN0031836, FBGN0004087, FBGN0035632, FBGN0033214, FBGN0038349, FBGN0031830, FBGN0036298, FBGN0035521, FBGN0262512, FBGN0050000, FBGN0004852, FBGN0037709, FBGN0038912, FBGN0041087, FBGN0032014, FBGN0035401, FBGN0032015, FBGN0036857, FBGN0014427, FBGN0013685, FBGN0032382, FBGN0013681, FBGN0029906, FBGN0004507, FBGN0261436, FBGN0027844, FBGN0023129, FBGN0263852, FBGN0027843, FBGN0005278, FBGN0030882, FBGN0028499, FBGN0014417, FBGN0032820, FBGN0010611, FBGN0037166, FBGN0010040, FBGN0037046, FBGN0013675, FBGN0036752, FBGN0260475, FBGN0003748, FBGN0022702, FBGN0037163, FBGN0261446, FBGN0020764, FBGN0039580, FBGN0051477, FBGN0032715, FBGN0050022, FBGN0003067, FBGN0034335, FBGN0026061, FBGN0039109, FBGN0037607, FBGN0036759, FBGN0032955, FBGN0032713, FBGN0036760, FBGN0021967, FBGN0260008, FBGN0039112, FBGN0016013, FBGN0262782, FBGN0038020, FBGN0032726, FBGN0032727, FBGN0033817, FBGN0032729, FBGN0025885, FBGN0030300, FBGN0030662, FBGN0050499, FBGN0031630, FBGN0003076, FBGN0034225, FBGN0010038, FBGN0031877, FBGN0010039, FBGN0261625, FBGN0086355, FBGN0016123, FBGN0034354, FBGN0000454, FBGN0003961, FBGN0051015, FBGN0038957, FBGN0014869, FBGN0035203, FBGN0027493, FBGN0017567, FBGN0036300, FBGN0037873, FBGN0031099, FBGN0000109, FBGN0021944, FBGN0033836, FBGN0036545, FBGN0003292, FBGN0034800, FBGN0063497, FBGN0036551, FBGN0063495, FBGN0035907, FBGN0046114, FBGN0027590, FBGN0029890, FBGN0031661, FBGN0035588, FBGN0040251, FBGN0031663, FBGN0037646, FBGN0032511, FBGN0063494, FBGN0063493, FBGN0086450, FBGN0063492, FBGN0039827, FBGN0042206, FBGN0034141, FBGN0014032, FBGN0038742, FBGN0032881, FBGN0023545, FBGN0029648, FBGN0051021, FBGN0015808, FBGN0040260, FBGN0037537, FBGN0027580, FBGN0037535, FBGN0033853, FBGN0028670, FBGN0035911, FBGN0033735, FBGN0035484, FBGN0036691, FBGN0025839, FBGN0002719, FBGN0034035, FBGN0043783, FBGN0020389, FBGN0058002, FBGN0263200, FBGN0262112, FBGN0023537, FBGN0034390, FBGN0027572, FBGN0030596, FBGN0001186, FBGN0030914, FBGN0032775, FBGN0039849, FBGN0030239, FBGN0260746, FBGN0030482, FBGN0038080, FBGN0000422, FBGN0039052, FBGN0020018, FBGN0003257, FBGN0004465, FBGN0052495, FBGN0030484, FBGN0037315, FBGN0027560, FBGN0014930, FBGN0033879, FBGN0038771, FBGN0037687, FBGN0035147, FBGN0051075, FBGN0024841, FBGN0025814, FBGN0029975, FBGN0000075, FBGN0033883, FBGN0033763, FBGN0030932, FBGN0039756, FBGN0038788, FBGN0039754, FBGN0037696, FBGN0031908, FBGN0051183, FBGN0085736, FBGN0022774, FBGN0003116, FBGN0029969, FBGN0034629, FBGN0034628, FBGN0022097, FBGN0036927, FBGN0050410, FBGN0032684, FBGN0040064, FBGN0082585	439	1153	3261	1.59131	0.0	0.0	0.0	1686.51012	991.77601
106	KEGG_PATHWAY	dme00071:Fatty	acid	19	1.26078	0.0	FBGN0035383, FBGN0032160, FBGN0032162, FBGN0038742, FBGN0051075, FBGN0029924, FBGN0261862, FBGN0029969, FBGN0034629, FBGN0034628, FBGN0031824, FBGN0027572, FBGN0035203, FBGN0040064, FBGN0032775, FBGN0036821, FBGN0036857, FBGN0036824, FBGN0033879	439	33	3261	4.27687	0.0	0.0	0.0	1901.21053	608.41802
107	KEGG_PATHWAY	dme01212:Fatty	acid	24	1.59257	0.0	FBGN0035383, FBGN0036691, FBGN0039756, FBGN0039754, FBGN0038742, FBGN0029924, FBGN0029648, FBGN0261862, FBGN0029969, FBGN0034629, FBGN0029975, FBGN0032715, FBGN0034628, FBGN0030731, FBGN0027572, FBGN0015808, FBGN0030057, FBGN0033883, FBGN0035203, FBGN0040064, FBGN0032775, FBGN0036821, FBGN0036824, FBGN0033879	439	53	3261	3.36373	1e-05	0.0	0.0	1861.5	578.02523
108	KEGG_PATHWAY	dme00983:Drug	metabolism	34	2.25614	0.0	FBGN0010040, FBGN0063497, FBGN0063495, FBGN0034354, FBGN0025814, FBGN0001149, FBGN0050000, FBGN0035907, FBGN0031489, FBGN0027590, FBGN0027073, FBGN0034335, FBGN0031663, FBGN0040251, FBGN0040091, FBGN0063494, FBGN0027070, FBGN0063493, FBGN0086450, FBGN0063492, FBGN0032713, FBGN0034417, FBGN0042206, FBGN0038020, FBGN0003257, FBGN0033817, FBGN0026314, FBGN0030484, FBGN0040260, FBGN0010038, FBGN0032684, FBGN0038349, FBGN0034800, FBGN0010039	439	96	3261	2.63084	1e-05	0.0	0.0	1387.14706	815.06031
109	KEGG_PATHWAY	dme00982:Drug	metabolism	27	1.79164	0.0	FBGN0010040, FBGN0063497, FBGN0063495, FBGN0034354, FBGN0025814, FBGN0001149, FBGN0050000, FBGN0035907, FBGN0027590, FBGN0027073, FBGN0034335, FBGN0040251, FBGN0040091, FBGN0063494, FBGN0027070, FBGN0063493, FBGN0063492, FBGN0032713, FBGN0042206, FBGN0038020, FBGN0033817, FBGN0026314, FBGN0030484, FBGN0040260, FBGN0010038, FBGN0032684, FBGN0010039	439	67	3261	2.99347	2e-05	0.0	0.0	1161.14815	490.0949
110	KEGG_PATHWAY	dme01200:Carbon	metabolism	39	2.58792	0.0	FBGN0038771, FBGN0086355, FBGN0002719, FBGN0262559, FBGN0032350, FBGN0036030, FBGN0001125, FBGN0023537, FBGN0034390, FBGN0004654, FBGN0001124, FBGN0027572, FBGN0001186, FBGN0038957, FBGN0029890, FBGN0014869, FBGN0035203, FBGN0032775, FBGN0037607, FBGN0014427, FBGN0030239, FBGN0036759, FBGN0036760, FBGN0039112, FBGN0038742, FBGN0037873, FBGN0029924, FBGN0262782, FBGN0023129, FBGN0029969, FBGN0034629, FBGN0034628, FBGN0250906, FBGN0050499, FBGN0050410, FBGN0000064, FBGN0027580, FBGN0032820, FBGN0033879	439	121	3261	2.39423	2e-05	0.0	0.0	1930.33333	1669.43338
111	KEGG_PATHWAY	dme00980:Metabolism	of	27	1.79164	0.0	FBGN0010040, FBGN0063497, FBGN0063495, FBGN0034354, FBGN0025814, FBGN0001149, FBGN0050000, FBGN0035907, FBGN0027590, FBGN0027073, FBGN0034335, FBGN0040251, FBGN0040091, FBGN0063494, FBGN0027070, FBGN0063493, FBGN0063492, FBGN0032713, FBGN0042206, FBGN0038020, FBGN0033817, FBGN0026314, FBGN0030484, FBGN0040260, FBGN0010038, FBGN0032684, FBGN0010039	439	69	3261	2.9067	4e-05	1e-05	0.0	1161.14815	490.0949
112	KEGG_PATHWAY	dme00280:Valine,	leucine	17	1.12807	0.0	FBGN0035298, FBGN0038742, FBGN0030482, FBGN0051075, FBGN0034390, FBGN0029969, FBGN0023537, FBGN0036927, FBGN0037709, FBGN0035203, FBGN0040064, FBGN0035911, FBGN0036857, FBGN0036824, FBGN0033879, FBGN0010611, FBGN0031877	439	33	3261	3.82667	0.00014	2e-05	1e-05	1663.29412	358.12991
113	KEGG_PATHWAY	dme00650:Butanoate	metabolism	11	0.72993	0.0	FBGN0036927, FBGN0032729, FBGN0035298, FBGN0038742, FBGN0035203, FBGN0262112, FBGN0261446, FBGN0033879, FBGN0010611, FBGN0031877, FBGN0029969	439	15	3261	5.44738	0.00035	4e-05	3e-05	1545.6	324.88712
114	KEGG_PATHWAY	dme00410:beta-Alanine	metabolism	13	0.86264	3e-05	FBGN0038742, FBGN0051075, FBGN0029924, FBGN0034390, FBGN0023537, FBGN0034629, FBGN0034628, FBGN0036927, FBGN0027572, FBGN0032775, FBGN0036857, FBGN0086450, FBGN0033879	439	25	3261	3.86269	0.00372	0.00034	0.00026	2057.30769	591.85788
115	KEGG_PATHWAY	dme00480:Glutathione	metabolism	25	1.65893	6e-05	FBGN0010040, FBGN0063497, FBGN0063495, FBGN0034354, FBGN0000454, FBGN0025814, FBGN0001149, FBGN0004654, FBGN0050000, FBGN0035907, FBGN0046114, FBGN0027590, FBGN0034335, FBGN0039109, FBGN0063494, FBGN0063493, FBGN0063492, FBGN0030932, FBGN0042206, FBGN0038020, FBGN0033817, FBGN0052495, FBGN0030882, FBGN0030484, FBGN0010038, FBGN0010039	439	79	3261	2.35071	0.00719	0.0006	0.00046	1065.76923	431.94215
116	KEGG_PATHWAY	dme01240:Biosynthesis	of	36	2.38885	0.0001	FBGN0016123, FBGN0034035, FBGN0051075, FBGN0036271, FBGN0020764, FBGN0053156, FBGN0046114, FBGN0027073, FBGN0027493, FBGN0040251, FBGN0040091, FBGN0042094, FBGN0027070, FBGN0032910, FBGN0014427, FBGN0032713, FBGN0034417, FBGN0014032, FBGN0036300, FBGN0030482, FBGN0021944, FBGN0020018, FBGN0003257, FBGN0026314, FBGN0052495, FBGN0005278, FBGN0030882, FBGN0031630, FBGN0004087, FBGN0040260, FBGN0032222, FBGN0032684, FBGN0037537, FBGN0035632, FBGN0033853, FBGN0035978, FBGN0014930	439	139	3261	1.92386	0.01297	0.001	0.00077	1963.72973	1616.3659
117	KEGG_PATHWAY	dme00270:Cysteine	and	15	0.99536	0.00011	FBGN0262559, FBGN0032350, FBGN0030482, FBGN0038080, FBGN0262782, FBGN0001258, FBGN0001125, FBGN0032726, FBGN0001124, FBGN0032727, FBGN0052495, FBGN0005278, FBGN0030882, FBGN0046114, FBGN0014427, FBGN0039849	439	36	3261	3.0951	0.0143	0.00103	0.00078	2092.125	2420.99948
118	KEGG_PATHWAY	dme01230:Biosynthesis	of	21	1.3935	0.00039	FBGN0086355, FBGN0032350, FBGN0030482, FBGN0039094, FBGN0036030, FBGN0001125, FBGN0023129, FBGN0039052, FBGN0001124, FBGN0250906, FBGN0001145, FBGN0005278, FBGN0050499, FBGN0050410, FBGN0000064, FBGN0001142, FBGN0038957, FBGN0014869, FBGN0027580, FBGN0037607, FBGN0014427	439	68	3261	2.29402	0.04742	0.00289	0.0022	2210.57143	2150.8122
119	KEGG_PATHWAY	dme00640:Propanoate	metabolism	12	0.79628	0.00039	FBGN0034629, FBGN0034628, FBGN0036927, FBGN0037709, FBGN0027572, FBGN0038742, FBGN0032775, FBGN0001258, FBGN0029924, FBGN0023537, FBGN0033879, FBGN0034390	439	27	3261	3.30144	0.04792	0.00289	0.0022	1900.33333	481.38919
120	KEGG_PATHWAY	dme00030:Pentose	phosphate	11	0.72993	0.00058	FBGN0004654, FBGN0030596, FBGN0050499, FBGN0050410, FBGN0000064, FBGN0003076, FBGN0032820, FBGN0037607, FBGN0036030, FBGN0033735, FBGN0030239	439	24	3261	3.40461	0.07072	0.00407	0.0031	1553.09091	461.15339
121	KEGG_PATHWAY	dme01040:Biosynthesis	of	11	0.72993	0.00086	FBGN0034629, FBGN0029975, FBGN0032715, FBGN0034628, FBGN0030731, FBGN0027572, FBGN0015808, FBGN0039756, FBGN0039754, FBGN0032775, FBGN0029924	439	25	3261	3.26843	0.10222	0.00567	0.00432	2109.18182	321.4611
122	KEGG_PATHWAY	dme00520:Amino	sugar	16	1.06171	0.00103	FBGN0038321, FBGN0036298, FBGN0041630, FBGN0035147, FBGN0036300, FBGN0034035, FBGN0031099, FBGN0041629, FBGN0263200, FBGN0022702, FBGN0039580, FBGN0030995, FBGN0001186, FBGN0003076, FBGN0031661, FBGN0035978	439	48	3261	2.47608	0.12192	0.0065	0.00495	1788.0625	652.55129
123	KEGG_PATHWAY	dme01250:Biosynthesis	of	12	0.79628	0.00112	FBGN0038321, FBGN0036298, FBGN0036262, FBGN0001186, FBGN0035147, FBGN0003076, FBGN0034035, FBGN0036300, FBGN0031661, FBGN0035978, FBGN0263200, FBGN0039580	439	30	3261	2.9713	0.13141	0.0067	0.00511	1749.08333	719.21421
124	KEGG_PATHWAY	dme00053:Ascorbate	and	13	0.86264	0.00175	FBGN0036262, FBGN0051075, FBGN0026314, FBGN0032684, FBGN0040260, FBGN0027073, FBGN0037537, FBGN0040251, FBGN0040091, FBGN0027070, FBGN0036857, FBGN0032713, FBGN0034417	439	36	3261	2.68242	0.19843	0.01002	0.00764	1851.38462	265.92756
125	KEGG_PATHWAY	dme00531:Glycosaminoglycan	degradation	8	0.53086	0.00183	FBGN0033836, FBGN0260746, FBGN0041630, FBGN0260475, FBGN0014417, FBGN0033763, FBGN0041629, FBGN0034417	439	15	3261	3.96173	0.20606	0.01002	0.00764	2084.375	338.20036
126	KEGG_PATHWAY	dme00860:Porphyrin	metabolism	14	0.929	0.00585	FBGN0036271, FBGN0020764, FBGN0021944, FBGN0020018, FBGN0026314, FBGN0032684, FBGN0040260, FBGN0027073, FBGN0032222, FBGN0040251, FBGN0040091, FBGN0027070, FBGN0032713, FBGN0034417	439	46	3261	2.26077	0.52253	0.03071	0.0234	1822.71429	246.28915
127	KEGG_PATHWAY	dme00830:Retinol	metabolism	11	0.72993	0.01118	FBGN0026314, FBGN0031630, FBGN0032684, FBGN0040260, FBGN0027073, FBGN0035588, FBGN0040251, FBGN0040091, FBGN0027070, FBGN0032910, FBGN0032713	439	34	3261	2.40326	0.75735	0.05614	0.04277	1800.90909	305.89703
128	KEGG_PATHWAY	dme00010:Glycolysis	/	15	0.99536	0.01158	FBGN0086355, FBGN0043783, FBGN0051075, FBGN0001258, FBGN0250906, FBGN0003067, FBGN0000064, FBGN0001186, FBGN0003076, FBGN0026061, FBGN0038957, FBGN0037537, FBGN0014869, FBGN0032820, FBGN0036857	439	55	3261	2.02589	0.76964	0.05614	0.04277	1688.46667	522.58025
129	KEGG_PATHWAY	dme00600:Sphingolipid	metabolism	10	0.66357	0.01382	FBGN0039774, FBGN0037166, FBGN0260746, FBGN0030300, FBGN0041630, FBGN0041087, FBGN0037315, FBGN0034997, FBGN0041629, FBGN0037163	439	30	3261	2.47608	0.82693	0.06452	0.04915	2371.6	340.72106
130	KEGG_PATHWAY	dme00040:Pentose	and	14	0.929	0.01457	FBGN0035484, FBGN0038463, FBGN0026314, FBGN0050499, FBGN0032684, FBGN0040260, FBGN0027073, FBGN0037537, FBGN0040251, FBGN0040091, FBGN0035978, FBGN0027070, FBGN0032713, FBGN0034417	439	51	3261	2.03913	0.84258	0.06555	0.04994	1871.5	359.61145
131	KEGG_PATHWAY	dme00380:Tryptophan	metabolism	8	0.53086	0.01606	FBGN0031824, FBGN0035203, FBGN0051075, FBGN0000422, FBGN0036857, FBGN0033879, FBGN0039827, FBGN0029969	439	21	3261	2.82981	0.86997	0.06978	0.05316	1813.375	546.40528
132	KEGG_PATHWAY	dme00900:Terpenoid	backbone	9	0.59721	0.02147	FBGN0031633, FBGN0031312, FBGN0030332, FBGN0038424, FBGN0034176, FBGN0035203, FBGN0029980, FBGN0010611, FBGN0029969	439	27	3261	2.47608	0.93507	0.0859	0.06545	1441.77778	261.97064
133	KEGG_PATHWAY	dme00981:Insect	hormone	9	0.59721	0.02147	FBGN0003312, FBGN0030332, FBGN0010053, FBGN0010383, FBGN0004959, FBGN0000449, FBGN0051075, FBGN0034405, FBGN0034406	439	27	3261	2.47608	0.93507	0.0859	0.06545	1782.33333	413.98443
134	KEGG_PATHWAY	dme00592:alpha-Linolenic	acid	6	0.39814	0.02182	FBGN0034629, FBGN0034628, FBGN0027572, FBGN0036545, FBGN0032775, FBGN0029924	439	13	3261	3.42842	0.93791	0.0859	0.06545	2169.0	496.35203
135	KEGG_PATHWAY	dme00920:Sulfur	metabolism	5	0.33179	0.0232	FBGN0050022, FBGN0020389, FBGN0038080, FBGN0082585, FBGN0030966	439	9	3261	4.1268	0.94804	0.08857	0.06748	1873.6	798.53656
136	KEGG_PATHWAY	dme00250:Alanine,	aspartate	9	0.59721	0.03262	FBGN0036927, FBGN0261625, FBGN0001124, FBGN0001145, FBGN0037687, FBGN0001142, FBGN0027493, FBGN0001125, FBGN0039580	439	29	3261	2.30532	0.98469	0.12083	0.09206	1925.0	468.09163
137	KEGG_PATHWAY	dme00230:Purine	metabolism	20	1.32714	0.03357	FBGN0037046, FBGN0036752, FBGN0051183, FBGN0000109, FBGN0020389, FBGN0261436, FBGN0036030, FBGN0003116, FBGN0003961, FBGN0004852, FBGN0031836, FBGN0050104, FBGN0000053, FBGN0003076, FBGN0034225, FBGN0027493, FBGN0031663, FBGN0038349, FBGN0030914, FBGN0042094	439	92	3261	1.61484	0.98646	0.12083	0.09206	2279.65	1307.85692
138	KEGG_PATHWAY	dme01232:Nucleotide	metabolism	14	0.929	0.05126	FBGN0037046, FBGN0036752, FBGN0024920, FBGN0000109, FBGN0261436, FBGN0031836, FBGN0031489, FBGN0050104, FBGN0034225, FBGN0027493, FBGN0031663, FBGN0038349, FBGN0042094, FBGN0034800	439	60	3261	1.73326	0.99868	0.1794	0.13668	1731.14286	913.67538
139	KEGG_PATHWAY	dme00620:Pyruvate	metabolism	12	0.79628	0.05595	FBGN0002719, FBGN0262559, FBGN0003067, FBGN0037537, FBGN0029890, FBGN0035203, FBGN0027580, FBGN0051075, FBGN0001258, FBGN0262782, FBGN0036857, FBGN0029969	439	49	3261	1.81916	0.99929	0.19052	0.14516	1930.91667	828.55803
140	KEGG_PATHWAY	dme02010:ABC	transporters	10	0.66357	0.05961	FBGN0004512, FBGN0264494, FBGN0039244, FBGN0035695, FBGN0051121, FBGN0031220, FBGN0032167, FBGN0020762, FBGN0052091, FBGN0031449	439	38	3261	1.9548	0.99957	0.1948	0.14842	3162.0	721.6531
141	KEGG_PATHWAY	dme00260:Glycine,	serine	8	0.53086	0.0603	FBGN0032350, FBGN0038957, FBGN0014869, FBGN0039094, FBGN0020764, FBGN0036857, FBGN0014427, FBGN0023129	439	27	3261	2.20096	0.9996	0.1948	0.14842	2711.75	3265.0712
142	KEGG_PATHWAY	dme00220:Arginine	biosynthesis	6	0.39814	0.08263	FBGN0261625, FBGN0001124, FBGN0001145, FBGN0001142, FBGN0001125, FBGN0039052	439	18	3261	2.47608	0.99998	0.26028	0.19831	1865.5	452.84315
